session_id	original_session_id
ses-20200403+sample+1	ses-20200403_sample_1
ses-20200403+sample+10	ses-20200403_sample_10
ses-20200403+sample+11	ses-20200403_sample_11
ses-20200403+sample+12	ses-20200403_sample_12
ses-20200403+sample+13	ses-20200403_sample_13
ses-20200403+sample+14	ses-20200403_sample_14
ses-20200403+sample+16	ses-20200403_sample_16
ses-20200403+sample+2	ses-20200403_sample_2
ses-20200403+sample+3	ses-20200403_sample_3
ses-20200403+sample+4	ses-20200403_sample_4
ses-20200403+sample+5	ses-20200403_sample_5
ses-20200403+sample+6	ses-20200403_sample_6
ses-20200403+sample+7	ses-20200403_sample_7
ses-20200403+sample+8	ses-20200403_sample_8
ses-20200403+sample+9	ses-20200403_sample_9
