session_id	original_session_id
ses-20200406+sample+1	ses-20200406_sample_1
ses-20200406+sample+10	ses-20200406_sample_10
ses-20200406+sample+11	ses-20200406_sample_11
ses-20200406+sample+12	ses-20200406_sample_12
ses-20200406+sample+13	ses-20200406_sample_13
ses-20200406+sample+15	ses-20200406_sample_15
ses-20200406+sample+16	ses-20200406_sample_16
ses-20200406+sample+17	ses-20200406_sample_17
ses-20200406+sample+19	ses-20200406_sample_19
ses-20200406+sample+2	ses-20200406_sample_2
ses-20200406+sample+20	ses-20200406_sample_20
ses-20200406+sample+21	ses-20200406_sample_21
ses-20200406+sample+22	ses-20200406_sample_22
ses-20200406+sample+23	ses-20200406_sample_23
ses-20200406+sample+24	ses-20200406_sample_24
ses-20200406+sample+25	ses-20200406_sample_25
ses-20200406+sample+27	ses-20200406_sample_27
ses-20200406+sample+28	ses-20200406_sample_28
ses-20200406+sample+29	ses-20200406_sample_29
ses-20200406+sample+3	ses-20200406_sample_3
ses-20200406+sample+30	ses-20200406_sample_30
ses-20200406+sample+31	ses-20200406_sample_31
ses-20200406+sample+32	ses-20200406_sample_32
ses-20200406+sample+4	ses-20200406_sample_4
ses-20200406+sample+5	ses-20200406_sample_5
ses-20200406+sample+6	ses-20200406_sample_6
ses-20200406+sample+7	ses-20200406_sample_7
