session_id	original_session_id
ses-20200413+sample+1	ses-20200413_sample_1
ses-20200413+sample+10	ses-20200413_sample_10
ses-20200413+sample+11	ses-20200413_sample_11
ses-20200413+sample+12	ses-20200413_sample_12
ses-20200413+sample+13	ses-20200413_sample_13
ses-20200413+sample+14	ses-20200413_sample_14
ses-20200413+sample+15	ses-20200413_sample_15
ses-20200413+sample+16	ses-20200413_sample_16
ses-20200413+sample+17	ses-20200413_sample_17
ses-20200413+sample+18	ses-20200413_sample_18
ses-20200413+sample+19	ses-20200413_sample_19
ses-20200413+sample+2	ses-20200413_sample_2
ses-20200413+sample+20	ses-20200413_sample_20
ses-20200413+sample+21	ses-20200413_sample_21
ses-20200413+sample+22	ses-20200413_sample_22
ses-20200413+sample+23	ses-20200413_sample_23
ses-20200413+sample+3	ses-20200413_sample_3
ses-20200413+sample+4	ses-20200413_sample_4
ses-20200413+sample+5	ses-20200413_sample_5
ses-20200413+sample+6	ses-20200413_sample_6
ses-20200413+sample+7	ses-20200413_sample_7
ses-20200413+sample+8	ses-20200413_sample_8
ses-20200413+sample+9	ses-20200413_sample_9
