session_id	original_session_id
ses-20200409+sample+1	ses-20200409_sample_1
ses-20200409+sample+10	ses-20200409_sample_10
ses-20200409+sample+11	ses-20200409_sample_11
ses-20200409+sample+12	ses-20200409_sample_12
ses-20200409+sample+13	ses-20200409_sample_13
ses-20200409+sample+14	ses-20200409_sample_14
ses-20200409+sample+15	ses-20200409_sample_15
ses-20200409+sample+17	ses-20200409_sample_17
ses-20200409+sample+18	ses-20200409_sample_18
ses-20200409+sample+19	ses-20200409_sample_19
ses-20200409+sample+2	ses-20200409_sample_2
ses-20200409+sample+20	ses-20200409_sample_20
ses-20200409+sample+3	ses-20200409_sample_3
ses-20200409+sample+4	ses-20200409_sample_4
ses-20200409+sample+5	ses-20200409_sample_5
ses-20200409+sample+6	ses-20200409_sample_6
ses-20200409+sample+7	ses-20200409_sample_7
ses-20200409+sample+8	ses-20200409_sample_8
ses-20200409+sample+9	ses-20200409_sample_9
